movieId,title,year,genres
265314,Charles Manson Superstar,1989,Crime
265314,Charles Manson Superstar,1989,Documentary
208263,Ninety Degrees in the Shade,1965,Crime
208263,Ninety Degrees in the Shade,1965,Drama
208263,Ninety Degrees in the Shade,1965,Thriller
178583,Walk Proud,1979,Drama
178583,Walk Proud,1979,Romance
281096,Puss in Boots: The Last Wish,2022,Adventure
281096,Puss in Boots: The Last Wish,2022,Animation
281096,Puss in Boots: The Last Wish,2022,Children
281096,Puss in Boots: The Last Wish,2022,Comedy
281096,Puss in Boots: The Last Wish,2022,Fantasy
265686,A Man Named Scott,2021,Documentary
283433,"Keep Smiling, Mom!",2022,Comedy
181989,Holiday on the Buses,1973,Comedy
82608,Zerophilia,2005,Comedy
82608,Zerophilia,2005,Romance
6744,Once Bitten,1985,Comedy
6744,Once Bitten,1985,Horror
26762,Aileen Wuornos: The Selling of a Serial Killer,1993,Documentary
133729,Sleepaway Camp III: Teenage Wasteland,1989,Comedy
133729,Sleepaway Camp III: Teenage Wasteland,1989,Horror
228431,Emmanuelle Through Time: Emmanuelle's Sexy Bite,2012,Comedy
228431,Emmanuelle Through Time: Emmanuelle's Sexy Bite,2012,Fantasy
260947,Jerky Turkey,1945,Animation
260947,Jerky Turkey,1945,Comedy
289157,Punorjonmo | পুনর্জন্ম,2021,Crime
289157,Punorjonmo | পুনর্জন্ম,2021,Thriller
1923,There's Something About Mary,1998,Comedy
1923,There's Something About Mary,1998,Romance
162512,Endgame,2000,Comedy
162512,Endgame,2000,Drama
109008,Viper in the Fist,2004,Drama
159976,Pelé: Birth of a Legend,2016,Drama
192699,Warning Sign,1985,Drama
192699,Warning Sign,1985,Sci-Fi
192699,Warning Sign,1985,Thriller
150728,All for One,2011,Comedy
251368,When Star Wars Ruled the World,2004,Documentary
153682,The Crooked Web,1955,Crime
252610,Baggio: The Divine Ponytail,2021,Drama
247094,One Summer Night,2016,Drama
223342,Japan: A Story of Love and Hate,2008,Documentary
8888,Stealing Time (a.k.a. Rennie's Landing),2001,Drama
252484,Barbarous Mexico,2014,Fantasy
252484,Barbarous Mexico,2014,Horror
186941,Golden Years,2016,Comedy
186941,Golden Years,2016,Crime
132975,Garrison Keillor: The Man on the Radio in the Red Shoes,2009,Documentary
31,Dangerous Minds,1995,Drama
8004,Planet of the Vampires (Terrore nello spazio),1965,Horror
8004,Planet of the Vampires (Terrore nello spazio),1965,Sci-Fi
4723,"Deep End, The",2001,Drama
221496,Blood Vessel,2019,Horror
221496,Blood Vessel,2019,Sci-Fi
182153,Donald's Cousin Gus,1939,Animation
53774,"Mystery of Picasso, The (Le mystère Picasso)",1956,Documentary
141716,Blind Man,2012,Action
141716,Blind Man,2012,Thriller
228441,Land Shark,2017,Horror
228441,Land Shark,2017,Thriller
254392,Initiation,2021,Crime
254392,Initiation,2021,Horror
254392,Initiation,2021,Mystery
254392,Initiation,2021,Thriller
2540,"Corruptor, The",1999,Action
2540,"Corruptor, The",1999,Crime
2540,"Corruptor, The",1999,Drama
2540,"Corruptor, The",1999,Thriller
167310,The Caretaker,2016,Horror
167310,The Caretaker,2016,Thriller
1740,Men of Means,1999,Action
1740,Men of Means,1999,Drama
103042,Man of Steel,2013,Action
103042,Man of Steel,2013,Adventure
103042,Man of Steel,2013,Fantasy
103042,Man of Steel,2013,Sci-Fi
103042,Man of Steel,2013,IMAX
279862,A Room of My Own,2022,Drama
6117,Privates on Parade,1982,Comedy
6117,Privates on Parade,1982,Drama
6117,Privates on Parade,1982,War
280258,The Wonder,2022,Drama
280258,The Wonder,2022,Mystery
280258,The Wonder,2022,Thriller
191499,Gunde Jaari Gallanthayyinde,2013,Romance
264243,The Adventures of Young Indiana Jones: The Phantom Train of Doom,1999,Action
264243,The Adventures of Young Indiana Jones: The Phantom Train of Doom,1999,Adventure
264243,The Adventures of Young Indiana Jones: The Phantom Train of Doom,1999,Drama
215381,Justine,2019,Drama
202025,Olivia,1983,Crime
202025,Olivia,1983,Drama
202025,Olivia,1983,Horror
202025,Olivia,1983,Romance
263073,Christmas Waltz,2020,Drama
263073,Christmas Waltz,2020,Romance
171455,Fabricated City,2017,Action
171455,Fabricated City,2017,Crime
1235,Harold and Maude,1971,Comedy
1235,Harold and Maude,1971,Drama
1235,Harold and Maude,1971,Romance
185715,Layla M.,2016,Drama
120524,The Biggest Bundle of Them All,1968,Comedy
120524,The Biggest Bundle of Them All,1968,Crime
248314,Theban Plays: Oedipus the King,1986,Drama
165537,The Windmill,2016,Horror
4086,"Big Easy, The",1987,Action
4086,"Big Easy, The",1987,Crime
4086,"Big Easy, The",1987,Mystery
4086,"Big Easy, The",1987,Romance
4086,"Big Easy, The",1987,Thriller
8587,Mayor of the Sunset Strip,2003,Documentary
195193,The Limousine,2014,Comedy
113510,Switch,2011,Action
113510,Switch,2011,Crime
113510,Switch,2011,Thriller
217941,Virgin,2003,Drama
288581,Taylor Mac's 24-Decade History of Popular Music,2023,Documentary
184135,Anne Frank: The Whole Story,2001,Drama
184135,Anne Frank: The Whole Story,2001,War
187031,Jurassic World: Fallen Kingdom,2018,Action
187031,Jurassic World: Fallen Kingdom,2018,Adventure
187031,Jurassic World: Fallen Kingdom,2018,Drama
187031,Jurassic World: Fallen Kingdom,2018,Sci-Fi
187031,Jurassic World: Fallen Kingdom,2018,Thriller
121620,Thieves Fall Out,1941,Comedy
6454,Music Box,1989,Drama
220370,The Dalai Lama: Scientist,NA,Documentary
190921,The Silver Chair,1990,Adventure
190921,The Silver Chair,1990,Children
190921,The Silver Chair,1990,Fantasy
103489,Arctic Blast,2010,Sci-Fi
103489,Arctic Blast,2010,Thriller
190103,Manila in the Claws of Light,1975,Drama
190103,Manila in the Claws of Light,1975,Mystery
174213,The Sealed Room,1909,Drama
174213,The Sealed Room,1909,Horror
75345,Failan,2001,Drama
75345,Failan,2001,Romance
177295,Jesús,2016,Children
177295,Jesús,2016,Drama
123225,Winning Streak,2012,Drama
5705,Xanadu,1980,Fantasy
5705,Xanadu,1980,Musical
5705,Xanadu,1980,Romance
158238,The Nice Guys,2016,Crime
158238,The Nice Guys,2016,Mystery
158238,The Nice Guys,2016,Thriller
200290,Female Human Animal,2018,Thriller
151319,Notias,2016,Comedy
151319,Notias,2016,Drama
223017,Red apples,2017,Drama
116666,Dr Jekyll & Sister Hyde,1971,Horror
116666,Dr Jekyll & Sister Hyde,1971,Sci-Fi
184817,Lunch Meat,1987,Drama
184817,Lunch Meat,1987,Horror
5017,"Big Heat, The",1953,Drama
5017,"Big Heat, The",1953,Film-Noir
38839,"Ketchup Effect, The (Hip Hip Hora!)",2004,Drama
254903,The Day the Earth Stopped,2008,Action
254903,The Day the Earth Stopped,2008,Adventure
254903,The Day the Earth Stopped,2008,Sci-Fi
254903,The Day the Earth Stopped,2008,Thriller
96935,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai),2002,Comedy
96935,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai),2002,Fantasy
96935,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai),2002,Romance
263373,The Railway Children,2000,Children
263373,The Railway Children,2000,Drama
133497,Goldface il fantastico Superman,1967,Adventure
133497,Goldface il fantastico Superman,1967,Crime
172215,Saved by the Bell: Hawaiian Style,1992,Comedy
195987,DriverX,2018,Drama
148675,North Pole: Open For Christmas,2015,Children
148675,North Pole: Open For Christmas,2015,Fantasy
254048,Unclenching the Fists,2021,Drama
276217,Ip Man: The Awakening,2022,Action
276217,Ip Man: The Awakening,2022,Adventure
276217,Ip Man: The Awakening,2022,Drama
27347,Good Advice,2001,Comedy
27347,Good Advice,2001,Romance
277324,Carter,2022,Action
277324,Carter,2022,Thriller
121961,The Young Racers,1963,Action
121961,The Young Racers,1963,Drama
144182,SPL 2: A Time for Consequences,2015,Action
144182,SPL 2: A Time for Consequences,2015,Crime
144182,SPL 2: A Time for Consequences,2015,Drama
123115,Why Be Good?,1929,Comedy
123115,Why Be Good?,1929,Drama
123115,Why Be Good?,1929,Romance
213431,The Fable,2019,Action
213431,The Fable,2019,Comedy
7194,Bonjour tristesse,1958,Drama
1552,Con Air,1997,Action
1552,Con Air,1997,Adventure
1552,Con Air,1997,Thriller
194388,Gamera: Guardian of the Universe,1995,Action
194388,Gamera: Guardian of the Universe,1995,Adventure
194388,Gamera: Guardian of the Universe,1995,Drama
194388,Gamera: Guardian of the Universe,1995,Fantasy
194388,Gamera: Guardian of the Universe,1995,Sci-Fi
194388,Gamera: Guardian of the Universe,1995,Thriller
201318,Deer Woman,2005,Comedy
201318,Deer Woman,2005,Horror
106992,Cousin Angelica (La prima Angélica),1974,Drama
213047,Makmum,2019,Horror
32296,Miss Congeniality 2: Armed and Fabulous,2005,Adventure
32296,Miss Congeniality 2: Armed and Fabulous,2005,Comedy
32296,Miss Congeniality 2: Armed and Fabulous,2005,Crime
145162,Ripper: Letter from Hell,2001,Horror
4621,Look Who's Talking,1989,Comedy
4621,Look Who's Talking,1989,Romance
204804,Bob Saget: Zero to Sixty,2017,Comedy
4799,"It's a Mad, Mad, Mad, Mad World",1963,Action
4799,"It's a Mad, Mad, Mad, Mad World",1963,Adventure
4799,"It's a Mad, Mad, Mad, Mad World",1963,Comedy
4799,"It's a Mad, Mad, Mad, Mad World",1963,Crime
139653,Winston Churchill: Walking with Destiny,2010,Documentary
263965,Downton Abbey: Christmas Special 2015,2015,Children
263965,Downton Abbey: Christmas Special 2015,2015,Drama
263965,Downton Abbey: Christmas Special 2015,2015,Romance
272135,Bodies Bodies Bodies,2022,Comedy
272135,Bodies Bodies Bodies,2022,Horror
272135,Bodies Bodies Bodies,2022,Thriller
246110,Klara,2010,Adventure
246110,Klara,2010,Children
185749,The Last Horror Film,1982,Comedy
185749,The Last Horror Film,1982,Horror
86852,"Beaver, The",2011,Drama
126737,Dark Dungeons,2014,Drama
126737,Dark Dungeons,2014,Fantasy
186603,Method,2004,Thriller
163873,Scared Stiff,1987,Horror
135454,Alien vs. Ninja,2010,Action
135454,Alien vs. Ninja,2010,Horror
135454,Alien vs. Ninja,2010,Sci-Fi
135454,Alien vs. Ninja,2010,Thriller
147346,Final Exam,1981,Horror
139598,Yellowbird,2014,Animation
139598,Yellowbird,2014,Children
139598,Yellowbird,2014,Comedy
126787,The Last Time I Saw Macao,2012,Documentary
126787,The Last Time I Saw Macao,2012,Thriller
96294,Bells of Innocence,2003,Horror
277164,Venky,2004,Adventure
277164,Venky,2004,Comedy
120114,Summertime,2014,Comedy
220930,Suk Suk,2020,Drama
207850,Gasht-e 2,2017,Comedy
137841,Harlow,1965,Drama
165661,The Piper,2015,Fantasy
165661,The Piper,2015,Horror
169512,Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,2007,Action
169512,Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,2007,Animation
195649,Quién te cantará,2018,Drama
195649,Quién te cantará,2018,Mystery
244656,Simple Passion,2020,Drama
244656,Simple Passion,2020,Romance
240628,Bottom Feeder,2007,Horror
240628,Bottom Feeder,2007,Sci-Fi
105490,Almost You,1985,Comedy
105490,Almost You,1985,Drama
5076,"Adventures of Huck Finn, The",1993,Adventure
5076,"Adventures of Huck Finn, The",1993,Children
5076,"Adventures of Huck Finn, The",1993,Comedy
5076,"Adventures of Huck Finn, The",1993,Drama
222419,Khuda Haafiz,2020,Action
222419,Khuda Haafiz,2020,Romance
222419,Khuda Haafiz,2020,Thriller
152041,100% Love,2011,Drama
152041,100% Love,2011,Romance
6494,On_Line (a.k.a. On Line),2002,Drama
238804,Life After All,2003,Children
238804,Life After All,2003,Drama
277822,Miss Nobody,1996,Drama
609,Homeward Bound II: Lost in San Francisco,1996,Adventure
609,Homeward Bound II: Lost in San Francisco,1996,Children
173773,Destiny,2006,Drama
8584,Leave Her to Heaven,1945,Drama
8584,Leave Her to Heaven,1945,Film-Noir
196329,Sons of Norway,2011,Drama
2868,Fright Night Part II,1988,Horror
92648,BookWars,2000,Comedy
92648,BookWars,2000,Crime
92648,BookWars,2000,Documentary
7833,Shadow of the Thin Man,1941,Comedy
7833,Shadow of the Thin Man,1941,Crime
7833,Shadow of the Thin Man,1941,Mystery
253794,In Your Shoes,2020,Comedy
169258,Gangs,2009,Comedy
169258,Gangs,2009,Drama
32354,Free Radicals (Böse Zellen),2003,Drama
101388,"Colder Kind of Death, A",2001,Crime
101388,"Colder Kind of Death, A",2001,Drama
101388,"Colder Kind of Death, A",2001,Mystery
268732,Scream,2022,Horror
268732,Scream,2022,Mystery
268732,Scream,2022,Thriller
177917,Papa ou maman 2,2016,Comedy
178339,The Classic,2003,Drama
178339,The Classic,2003,Romance
183647,11 September Vragen,2016,Documentary
4786,"Legend of Hell House, The",1973,Horror
4786,"Legend of Hell House, The",1973,Thriller
222117,Music,2020,Drama
152627,Balls to the Wall,2011,Comedy
145722,Cold & Dark,2005,Action
145722,Cold & Dark,2005,Crime
145722,Cold & Dark,2005,Horror
145722,Cold & Dark,2005,Thriller
288767,Human Resources,2021,Horror
288767,Human Resources,2021,Mystery
2839,West Beirut (West Beyrouth),1998,Drama
191857,The Bleeding Edge,2018,Documentary
168054,After the Fall,2010,Drama
181891,Slide Donald Slide,1949,Animation
181891,Slide Donald Slide,1949,Children
181891,Slide Donald Slide,1949,Comedy
264059,The Heater,2019,Thriller
250572,Hare Ribbin',1944,Animation
250572,Hare Ribbin',1944,Comedy
194152,Sleep No More,2018,Horror
216535,Prank,2013,Crime
216535,Prank,2013,Horror
128758,Judge Fayard Called the Sheriff,1977,Crime
128758,Judge Fayard Called the Sheriff,1977,Drama
251572,My Dog's Christmas Miracle,2011,Children
251572,My Dog's Christmas Miracle,2011,Comedy
103333,Blutzbrüdaz,2013,Comedy
36553,In Old Chicago,1937,Action
36553,In Old Chicago,1937,Drama
36553,In Old Chicago,1937,Musical
36553,In Old Chicago,1937,War
2973,Crimes and Misdemeanors,1989,Comedy
2973,Crimes and Misdemeanors,1989,Crime
2973,Crimes and Misdemeanors,1989,Drama
4117,Hope and Glory,1987,Drama
133699,Black Friday,2004,Crime
133699,Black Friday,2004,Drama
133699,Black Friday,2004,Thriller
27328,Monday,2000,Action
27328,Monday,2000,Comedy
27328,Monday,2000,Crime
27328,Monday,2000,Fantasy
27328,Monday,2000,Thriller
8157,Jin Roh: The Wolf Brigade (Jin-Rô),1998,Animation
8157,Jin Roh: The Wolf Brigade (Jin-Rô),1998,Fantasy
8157,Jin Roh: The Wolf Brigade (Jin-Rô),1998,Thriller
137924,Dark Souls,2011,Horror
137924,Dark Souls,2011,Thriller
220776,International Khiladi,1999,Action
220776,International Khiladi,1999,Crime
220776,International Khiladi,1999,Drama
220776,International Khiladi,1999,Romance
220776,International Khiladi,1999,Thriller
278952,Moon Man,2022,Comedy
278952,Moon Man,2022,Sci-Fi
162374,The Rack Pack,2016,Comedy
162374,The Rack Pack,2016,Drama
213976,Lost Girls,2020,Drama
213976,Lost Girls,2020,Mystery
213976,Lost Girls,2020,Thriller
33970,Equinox,1992,Drama
33970,Equinox,1992,Mystery
33970,Equinox,1992,Thriller
77808,Bobby Deerfield,1977,Drama
77808,Bobby Deerfield,1977,Romance
125301,The Little Hut,1957,Comedy
125301,The Little Hut,1957,Romance
187973,Father Frost and the Summer,1969,Animation
235551,The Orange Years: The Nickelodeon Story,2018,Documentary
155115,Asura,2012,Animation
155115,Asura,2012,Drama
155115,Asura,2012,Horror
100517,"World Before Her, The",2012,Documentary
114420,When Eight Bells Toll,1971,Action
114420,When Eight Bells Toll,1971,Adventure
114420,When Eight Bells Toll,1971,Crime
114420,When Eight Bells Toll,1971,Mystery
280674,Reclaim,2022,Children
280674,Reclaim,2022,Drama
182941,The Motive,2017,Drama
182941,The Motive,2017,Thriller
288591,Little Red Walking Hood,1937,Animation
288591,Little Red Walking Hood,1937,Comedy
149398,On the Twelfth Day of Christmas,2015,Children
241708,Video Diary of a Lost Girl,2012,Comedy
241708,Video Diary of a Lost Girl,2012,Fantasy
241708,Video Diary of a Lost Girl,2012,Horror
150018,Verlengd Weekend,2005,Comedy
150018,Verlengd Weekend,2005,Drama
133431,Carambola's Philosophy: In the Right Pocket,1975,Comedy
133431,Carambola's Philosophy: In the Right Pocket,1975,Western
172855,Путь к себе,2010,Romance
144240,Screaming Mimi,1958,Thriller
226888,The Dark and the Wicked,2020,Horror
211754,Blood Widow,2019,Horror
211754,Blood Widow,2019,Mystery
211754,Blood Widow,2019,Thriller
280194,The Inhabitant,2022,Horror
280194,The Inhabitant,2022,Thriller
273767,Tomb of the River,2021,Action
273767,Tomb of the River,2021,Crime
273767,Tomb of the River,2021,Drama
254758,The Greenhouse,2021,Drama
254758,The Greenhouse,2021,Fantasy
120923,Under a Lucky Star,2014,Comedy
243586,Operation Varsity Blues: The College Admissions Scandal,2021,Crime
243586,Operation Varsity Blues: The College Admissions Scandal,2021,Documentary
150395,Assassination Classroom,2015,Action
150395,Assassination Classroom,2015,Adventure
150395,Assassination Classroom,2015,Sci-Fi
160350,Alien Lockdown,2004,Sci-Fi
217573,5G Zombies,2020,Horror
117586,My Dear Desperado,2010,Comedy
254460,Jungle Cruise,2021,Adventure
254460,Jungle Cruise,2021,Children
254460,Jungle Cruise,2021,Comedy
254460,Jungle Cruise,2021,Fantasy
128129,The Dead Are Alive,1972,Horror
128129,The Dead Are Alive,1972,Mystery
128129,The Dead Are Alive,1972,Thriller
279394,Innocence,2011,Drama
279394,Innocence,2011,Thriller
2011,Back to the Future Part II,1989,Adventure
2011,Back to the Future Part II,1989,Comedy
2011,Back to the Future Part II,1989,Sci-Fi
5284,Crush,2001,Comedy
5284,Crush,2001,Romance
25956,"Secret Garden, The",1949,Children
25956,"Secret Garden, The",1949,Drama
177977,The Secret Rivals,1976,Action
262735,Walk the Dog,2014,Drama
176237,The One-Man Band,1900,Action
176237,The One-Man Band,1900,Fantasy
176237,The One-Man Band,1900,Thriller
203222,The Lion King,2019,Adventure
203222,The Lion King,2019,Animation
203222,The Lion King,2019,Children
203222,The Lion King,2019,Drama
164707,Go Figure,2005,Children
164707,Go Figure,2005,Comedy
164707,Go Figure,2005,Drama
273977,365 Days: This Day,2022,Drama
273977,365 Days: This Day,2022,Romance
61465,Bangkok Dangerous,2008,Action
61465,Bangkok Dangerous,2008,Crime
61465,Bangkok Dangerous,2008,Thriller
106195,How I Live Now,2013,Action
106195,How I Live Now,2013,Drama
106195,How I Live Now,2013,Thriller
223316,Satte Pe Satta,1982,Comedy
151505,Carpet Racers,2009,Documentary
186631,Everybody Knows,2018,Drama
151426,L'arciere di fuoco,1971,Adventure
98376,"Yellow Cab Man, The",1950,Comedy
98376,"Yellow Cab Man, The",1950,Drama
98376,"Yellow Cab Man, The",1950,Romance
89492,Moneyball,2011,Drama
126158,Frenchmen 2,2007,Comedy
126158,Frenchmen 2,2007,Romance
205603,Always - Sunset on Third Street 3,2012,Comedy
205603,Always - Sunset on Third Street 3,2012,Drama
244562,Going Nuts - Tales from the Squirrel World,2019,Documentary
200556,Cry Danger,1951,Crime
200556,Cry Danger,1951,Drama
200556,Cry Danger,1951,Thriller
291685,Where the Wind Blows,2023,Crime
291685,Where the Wind Blows,2023,Drama
291685,Where the Wind Blows,2023,Thriller
71280,"Wreck of the Mary Deare, The",1959,Drama
71280,"Wreck of the Mary Deare, The",1959,Thriller
264980,To the Victory at Last,1997,Drama
83381,Seven Thieves,1960,Crime
83381,Seven Thieves,1960,Drama
4854,Clambake,1967,Musical
98114,Bloodtide,1982,Horror
161179,To Steal from a Thief,2016,Crime
161179,To Steal from a Thief,2016,Thriller
71433,"Black God, White Devil (Deus e o Diabo na Terra do Sol)",1964,Adventure
71433,"Black God, White Devil (Deus e o Diabo na Terra do Sol)",1964,Crime
71433,"Black God, White Devil (Deus e o Diabo na Terra do Sol)",1964,Drama
