Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Afghanistan,AFG,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,..,..,..,..,..,..,..
Afghanistan,AFG,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,..,..,..,..,..,..,..
Afghanistan,AFG,Completeness of birth registration (%),SP.REG.BRTH.ZS,..,..,..,..,..,..,..
Afghanistan,AFG,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0.541363923742697,0.334119584032567,0.00700147458719358,0.0193977562950517,..,..,..
Afghanistan,AFG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.271,7.064,7.565,8.002,5.993,5.797,..
Afghanistan,AFG,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,..,..,..,..,..,..,..
Afghanistan,AFG,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2.43502006355234,2.10966111075194,1.85278633677128,1.69521392194452,1.51258763042956,1.47495870937318,..
Afghanistan,AFG,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.67489547635969,1.05997729500053,0.732126094177491,0.693545005548214,0.522516201694947,0.589395370542796,..
Afghanistan,AFG,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2.27635179617964,1.9009848903797,1.6432602739863,1.52556085558896,1.45463589117742,1.4232002677188,..
Argentina,ARG,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,96.9,97.1,97.3,97.4,97.7,..,..
Argentina,ARG,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,99.8,99.9,99.9,99.9,99.9,..,..
Argentina,ARG,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,99.9,99.9,99.9,99.9,99.9,..,..
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,..
Argentina,ARG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,99.9,100,100,100,100,100,..
Argentina,ARG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,..
Argentina,ARG,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,71.63,..,..,..
Argentina,ARG,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..,..,73.75,..,..,..
Argentina,ARG,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..,..,..,69.56,..,..,..
Argentina,ARG,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..,..,..,70.62,..,..,..
Argentina,ARG,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..,..,65.23,..,..,..
Argentina,ARG,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..,..,57.1,..,..,..
Argentina,ARG,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,..,..,..,75.82,..,..,..
Argentina,ARG,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,..,..,..,79.69,..,..,..
Argentina,ARG,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,..,..,..,75.37,..,..,..
Argentina,ARG,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,44.0031979195012,43.7191192110151,45.7762165406002,41.6440652354868,39.8905155907983,..,..
Argentina,ARG,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,38.7727308032567,39.0441857471728,39.3013378655558,36.5605192686668,34.3468530909493,..,..
Argentina,ARG,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,9.85415555635774,11.3164002084426,17.3288836903957,12.1258917269735,12.8166668182062,..,..
Argentina,ARG,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,12.9455399099423,11.3260519943921,20.3597546745681,8.71598692502234,14.5662160283257,..,..
Argentina,ARG,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..,..
Argentina,ARG,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..,..,..,..,..,..,..
Argentina,ARG,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..,..,..,..,..,..,..
Argentina,ARG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-5.60684741825986,-5.09453160471651,-7.83638320582234,12.4895557692886,..,..,..
Argentina,ARG,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,10577131995.145,14897309309.4755,29256476459.5336,55440253035.4655,..,..,..
Argentina,ARG,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,24944169422.8991,20778236310.9186,18923282005.2854,24056828336.1412,..,..,..
Argentina,ARG,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,489,932,1189,1774,2271,4388,..
Argentina,ARG,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,6102,7981,9176,11026,11100,7129,..
Argentina,ARG,Age dependency ratio (% of working-age population),SP.POP.DPND,55.8529254060554,55.5931801951266,55.0207968902513,54.2195244410156,53.3385463867822,52.4243366823125,51.5609570038159
Argentina,ARG,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,..,..,..,..,..,..,..
Argentina,ARG,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,..,..,..,..,..,..,..
Argentina,ARG,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,17.8664360458422,18.0994378665041,18.2822768577117,18.3808404939187,18.4528820822776,18.600375437612,18.8178147185688
Argentina,ARG,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,37.9864893602132,37.4937423286225,36.7385200325396,35.8386839470968,34.8856643045046,33.8239612447006,32.7431422852471
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,42.3614771494031,42.6057296222809,43.0005774859411,43.1099197570788,43.427782101736,..,..
Argentina,ARG,Agricultural land (sq. km),AG.LND.AGRI.K2,1159577.597,1165577.597,1177577.597,1179577.597,..,..,..
Argentina,ARG,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,1.19957474480252,..,..,..,..,..,..
Argentina,ARG,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,..,..,..,..,..,..,..
Argentina,ARG,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,..,..,..,..,..,..,..
Argentina,ARG,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,..,..,..,..,..,..,..
Argentina,ARG,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,..,..,..,..,..,..,..
Argentina,ARG,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,..,..,..,..,..,..,..
Argentina,ARG,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,..,..,..,..,..,..,..
Argentina,ARG,Completeness of birth registration (%),SP.REG.BRTH.ZS,..,..,99.7,..,..,..,..
Argentina,ARG,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0.000348869953405893,0.000523970165766831,9.62586968364024E-05,0.000157746419195732,..,..,..
Argentina,ARG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.583,7.676,8.45,9.725,8.797,7.668,..
Argentina,ARG,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,..,..,..,..,..,..,..
Argentina,ARG,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,4.83752954755793,4.80455287880549,3.7856441054782,4.48181264134991,4.28713236901607,4.07605770994619,..
Argentina,ARG,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.60165224702742,2.38565380674943,1.74689491466564,2.30479846315202,2.27338866298832,2.29266549593844,..
Argentina,ARG,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,3.91126879320381,3.7921740189121,2.93303138044637,3.56995301635816,3.43055589207951,3.31014563835596,..
Australia,AUS,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,100,100,100,100,100,..,..
Australia,AUS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,..,..
Australia,AUS,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,100,100,100,100,100,..,..
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,..
Australia,AUS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,..
Australia,AUS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,..
Australia,AUS,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,99.32,..,..,..
Australia,AUS,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..,..,100,..,..,..
Australia,AUS,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..,..,..,98.59,..,..,..
Australia,AUS,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..,..,..,99.18,..,..,..
Australia,AUS,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..,..,98.3,..,..,..
Australia,AUS,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..,..,86.48,..,..,..
Australia,AUS,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,..,..,..,100,..,..,..
Australia,AUS,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,..,..,..,99.79,..,..,..
Australia,AUS,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,..,..,..,100,..,..,..
Australia,AUS,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,..,..,..,..,..,..,..
Australia,AUS,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,..,..,..,..,..,..,..
Australia,AUS,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,..,..,..,..,..,..,..
Australia,AUS,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..,..,..,..,..,..
Australia,AUS,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..,..
Australia,AUS,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..,..,..,..,..,..,..
Australia,AUS,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..,..,..,..,..,..,..
Australia,AUS,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..
Australia,AUS,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,84325679533.6974,84709758703.631,92843650409.261,98542134250.3699,..,..,..
Australia,AUS,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,69322524330.2439,67425211189.5042,64987464910.2899,76931642189.4622,..,..,..
Australia,AUS,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,17,50,12,21,25,68,..
Australia,AUS,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,60645,77362,80801,82810,90549,82625,..
Australia,AUS,Age dependency ratio (% of working-age population),SP.POP.DPND,52.4455151692804,52.9197584315896,53.6061246381616,54.2558157593525,54.5847729738097,54.833053326734,55.211695005195
Australia,AUS,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1000,1000,1000,500,..,..,..
Australia,AUS,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,880,750,570,500,..,..,..
Australia,AUS,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,23.8439530509551,24.383152985158,25.0972747499351,25.8365969160502,26.3953997265958,26.9162152867337,27.5190584240776
Australia,AUS,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,28.6015621183253,28.5366054464316,28.5088498882266,28.4192188433023,28.1893732472139,27.9168380400003,27.6926365811174
Australia,AUS,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.6580950127535,47.1237724290889,46.2524798427461,47.2592374954823,47.2592374954823,..,..
Australia,AUS,Agricultural land (sq. km),AG.LND.AGRI.K2,3588950,3624770,3557750,3635190,..,..,..
Australia,AUS,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,0.640298694604271,0.539344565310351,0.427517391609866,0.535047686640863,..,..,..
Australia,AUS,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,..,..,..,..,..,..,..
Australia,AUS,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,..,..,..,..,..,..,..
Australia,AUS,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,..,..,..,..,..,..,..
Australia,AUS,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,..,..,..,..,..,..,..
Australia,AUS,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,..,..,..,..,..,..,..
Australia,AUS,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,..,..,..,..,..,..,..
Australia,AUS,Completeness of birth registration (%),SP.REG.BRTH.ZS,..,..,..,..,100,..,..
Australia,AUS,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0.79660582885988,0.691993900604111,0.544915652209042,0.786459619916648,..,..,..
Australia,AUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.3,6.7,6.3,6.7,7.3,6.9,..
Australia,AUS,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,..,..,..,..,..,..,..
Australia,AUS,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,7.65184570198532,8.00411298274153,7.5323853940993,6.98153125066574,6.85749360183488,6.69979629265182,..
Australia,AUS,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.94595603519649,3.1807855178985,2.96369354659269,2.55291335397346,2.55418356094444,2.50043682512029,..
Australia,AUS,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,5.45118258395823,5.74078653492429,5.38395877239142,4.89005439840883,4.81485145571286,4.70631924420847,..
Bangladesh,BGD,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,6.8,7.7,8.8,9.8,11.1,..,..
Bangladesh,BGD,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,21.9,23.5,24.9,26.4,28,..,..
Bangladesh,BGD,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,55.3,56.4,57.3,58.5,59.3,..,..
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,86.9,92.2,96.2,99,99.4,99.5,..
Bangladesh,BGD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,81.3,88.9,95.2,98.5,99.2,99.6,..
Bangladesh,BGD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,96.6,97.8,97.8,99.7,100,99.5,..
Bangladesh,BGD,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,52.81,..,..,..
Bangladesh,BGD,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..,..,43.46,..,..,..
Bangladesh,BGD,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..,..,..,62.86,..,..,..
Bangladesh,BGD,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..,..,..,54.55,..,..,..
Bangladesh,BGD,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..,..,48.65,..,..,..
Bangladesh,BGD,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..,..,46.57,..,..,..
Bangladesh,BGD,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,..,..,..,55.57,..,..,..
Bangladesh,BGD,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,..,..,..,56.63,..,..,..
Bangladesh,BGD,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,..,..,..,47.8,..,..,..
Bangladesh,BGD,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,..,..,..,..,22.9578311598415,..,..
Bangladesh,BGD,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,..,..,..,..,2.87456668403082,..,..
Bangladesh,BGD,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,..,..,..,..,1.62061610206386,..,..
Bangladesh,BGD,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..,..,..,2.77442056306217,..,..
Bangladesh,BGD,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..,..
Bangladesh,BGD,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..,..,..,..,..,..,..
Bangladesh,BGD,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..,..,..,..,..,..,..
Bangladesh,BGD,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,9.13676708957532,14.3601021138224,4.17225450425094,7.4007980625622,..,..,..
Bangladesh,BGD,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,84803301378.5201,121402983643.082,131828287055.719,141020395858.264,..,..,..
Bangladesh,BGD,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,5027073862.61153,4920136108.64201,5239773602.83109,5896415883.15113,..,..,..
Bangladesh,BGD,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,58843,62860,64636,65495,61298,75867,..
Bangladesh,BGD,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,39,34,18,48,24,0,..
Bangladesh,BGD,Age dependency ratio (% of working-age population),SP.POP.DPND,54.3273751721014,54.1751879343991,54.0679893713504,53.9605921368888,53.6222137721463,53.0958193080833,52.6423780619832
Bangladesh,BGD,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1000,1000,1000,1000,1000,..,..
Bangladesh,BGD,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1300,1300,1300,1200,1300,..,..
Bangladesh,BGD,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.42340995776793,8.73026000966038,8.99007678263529,9.19731840432484,9.42496463313091,9.67649438187319,9.91940845499206
Bangladesh,BGD,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,45.9039652143335,45.4449279247387,45.0779125887151,44.763273732564,44.1972491390154,43.4193249262101,42.7229696069912
Bangladesh,BGD,Agricultural land (% of land area),AG.LND.AGRI.ZS,70.694476453868,72.1902127986479,72.4437274333564,72.3515402934624,72.3515402934624,..,..
Bangladesh,BGD,Agricultural land (sq. km),AG.LND.AGRI.K2,96273,98720,99280,100680,..,..,..
Bangladesh,BGD,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,57.717262368473,78.7783630470016,79.3614020950846,78.9034564958284,..,..,..
Bangladesh,BGD,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,..,..,..,..,..,..,..
Bangladesh,BGD,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,..,..,..,..,..,..,..
Bangladesh,BGD,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,..,..,..,..,..,..,..
