"movieId","title","genres"
181937,"Clown of the Jungle (1947)","Animation"
126030,"Isabelle au bois dormant (2007)","Animation|Comedy"
141554,"Disappearing Acts (2000)","Drama|Romance"
417,"Barcelona (1994)","Comedy|Romance"
44949,"Hoot (2006)","Children|Comedy"
175003,"How to Go Out on a Date in Queens (2006)","Comedy|Romance"
136210,"American Animal (2012)","Comedy|Drama"
163130,"Cinema Six (2013)","(no genres listed)"
244036,"Battlestar Galactica: The Lowdown (2003)","Action|Adventure|Drama|Sci-Fi"
78132,"The Tomb (2009)","Horror|Thriller"
124731,"Just My Luck (1957)","Comedy"
269490,"The Kindred (2021)","Horror|Mystery|Thriller"
166034,"The Optimists of Nine Elms (1973)","Drama"
6722,"Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992)","Action|Romance"
195149,"Ronnie Coleman: The King (2018)","Documentary"
186223,"The Executioners (2018)","Horror|Thriller"
234111,"Muscle (2020)","Thriller"
183779,"The Passion (2010)","Comedy"
214364,"Mannen som blev miljonär (1980)","(no genres listed)"
174181,"The Keepers (2017)","Crime|Documentary|Drama"
138312,"Flowerman (2014)","Drama|Romance|Thriller"
214158,"Tarts and Flowers (1950)","Animation"
140016,"Always Watching: A Marble Hornets Story (2015)","Horror"
222759,"The 24th (2020)","Drama"
272473,"Australia Day (2017)","Crime|Drama"
191905,"Budapest Tales (1977)","Drama"
100719,"Fake It So Real (2012)","Documentary"
170777,"There Once Was a Dog (1982)","Animation|Children|Comedy"
218249,"Gulabo Sitabo (2020)","Comedy|Drama"
2376,"View to a Kill, A (1985)","Action|Adventure|Thriller"
199990,"The White City (2014)","Drama"
281816,"Wildcat (2022)","Documentary"
188571,"Adam Chaplin (2011)","Horror"
140062,"The Devil's Eight (1969)","Crime|Drama|Thriller"
209359,"Among the Shadows (2019)","Crime|Horror|Thriller"
8495,"Animal Factory (2000)","Crime|Drama"
269240,"45 Days: The Fight for a Nation (2021)","Documentary"
123673,"The Rose Garden (1990)","Drama"
207660,"24 Frames Per Second (1977)","(no genres listed)"
251836,"Third Party Risk (1954)","Crime|Drama"
210771,"Encounter (2016)","Horror"
128966,"Gamera vs. Zigra (1971)","Action|Adventure|Sci-Fi"
188753,"Unfriended: Dark Web (2018)","Horror"
261143,"Space Girls (2018)","(no genres listed)"
104526,"So It Goes (Korsoteoria) (2012)","Drama"
215615,"Pink Floyd: Pulse (1995)","Documentary"
114961,"Waiting for the Sea (V ozhidanii morya) (2012)","Fantasy"
207159,"Poinsettias for Christmas (2018)","Romance"
265314,"Charles Manson Superstar (1989)","Crime|Documentary"
208263,"Ninety Degrees in the Shade (1965)","Crime|Drama|Thriller"
178583,"Walk Proud (1979)","Drama|Romance"
281096,"Puss in Boots: The Last Wish (2022)","Adventure|Animation|Children|Comedy|Fantasy"
265686,"A Man Named Scott (2021)","Documentary"
283433,"Keep Smiling, Mom! (2022)","Comedy"
181989,"Holiday on the Buses (1973)","Comedy"
82608,"Zerophilia (2005)","Comedy|Romance"
6744,"Once Bitten (1985)","Comedy|Horror"
26762,"Aileen Wuornos: The Selling of a Serial Killer (1993)","Documentary"
152635,"Black Sea (2009)","(no genres listed)"
133729,"Sleepaway Camp III: Teenage Wasteland (1989)","Comedy|Horror"
228431,"Emmanuelle Through Time: Emmanuelle's Sexy Bite (2012)","Comedy|Fantasy"
260947,"Jerky Turkey (1945)","Animation|Comedy"
289157,"Punorjonmo | পুনর্জন্ম (2021)","Crime|Thriller"
1923,"There's Something About Mary (1998)","Comedy|Romance"
162512,"Endgame (2000)","Comedy|Drama"
109008,"Viper in the Fist (2004)","Drama"
159976,"Pelé: Birth of a Legend (2016)","Drama"
192699,"Warning Sign (1985)","Drama|Sci-Fi|Thriller"
150728,"All for One (2011)","Comedy"
251368,"When Star Wars Ruled the World (2004)","Documentary"
153682,"The Crooked Web (1955)","Crime"
252610,"Baggio: The Divine Ponytail (2021)","Drama"
171393,"Eyyvah Eyvah (2010)","(no genres listed)"
247094,"One Summer Night (2016)","Drama"
223342,"Japan: A Story of Love and Hate (2008)","Documentary"
8888,"Stealing Time (a.k.a. Rennie's Landing) (2001)","Drama"
252484,"Barbarous Mexico (2014)","Fantasy|Horror"
92641,"Warsaw Bridge (Pont de Varsòvia) (1990)","(no genres listed)"
186941,"Golden Years (2016)","Comedy|Crime"
132975,"Garrison Keillor: The Man on the Radio in the Red Shoes (2009)","Documentary"
31,"Dangerous Minds (1995)","Drama"
8004,"Planet of the Vampires (Terrore nello spazio) (1965)","Horror|Sci-Fi"
4723,"Deep End, The (2001)","Drama"
170451,"Dumbland (2002)","(no genres listed)"
221496,"Blood Vessel (2019)","Horror|Sci-Fi"
182153,"Donald's Cousin Gus (1939)","Animation"
227955,"Bad Batch (2010)","(no genres listed)"
53774,"Mystery of Picasso, The (Le mystère Picasso) (1956)","Documentary"
141716,"Blind Man (2012)","Action|Thriller"
228441,"Land Shark (2017)","Horror|Thriller"
254392,"Initiation (2021)","Crime|Horror|Mystery|Thriller"
2540,"Corruptor, The (1999)","Action|Crime|Drama|Thriller"
167310,"The Caretaker (2016)","Horror|Thriller"
1740,"Men of Means (1999)","Action|Drama"
103042,"Man of Steel (2013)","Action|Adventure|Fantasy|Sci-Fi|IMAX"
175545,"Dragstrip Girl (1994)","(no genres listed)"
279862,"A Room of My Own (2022)","Drama"
6117,"Privates on Parade (1982)","Comedy|Drama|War"
280258,"The Wonder (2022)","Drama|Mystery|Thriller"
191499,"Gunde Jaari Gallanthayyinde (2013)","Romance"
264243,"The Adventures of Young Indiana Jones: The Phantom Train of Doom (1999)","Action|Adventure|Drama"
215381,"Justine (2019)","Drama"
202025,"Olivia (1983)","Crime|Drama|Horror|Romance"
263073,"Christmas Waltz (2020)","Drama|Romance"
171455,"Fabricated City (2017)","Action|Crime"
1235,"Harold and Maude (1971)","Comedy|Drama|Romance"
185715,"Layla M. (2016)","Drama"
120524,"The Biggest Bundle of Them All (1968)","Comedy|Crime"
248314,"Theban Plays: Oedipus the King (1986)","Drama"
165537,"The Windmill (2016)","Horror"
4086,"Big Easy, The (1987)","Action|Crime|Mystery|Romance|Thriller"
8587,"Mayor of the Sunset Strip (2003)","Documentary"
195193,"The Limousine (2014)","Comedy"
113510,"Switch (2011)","Action|Crime|Thriller"
217941,"Virgin (2003)","Drama"
288581,"Taylor Mac's 24-Decade History of Popular Music (2023)","Documentary"
184135,"Anne Frank: The Whole Story (2001)","Drama|War"
187031,"Jurassic World: Fallen Kingdom (2018)","Action|Adventure|Drama|Sci-Fi|Thriller"
121620,"Thieves Fall Out (1941)","Comedy"
6454,"Music Box (1989)","Drama"
220370,"The Dalai Lama: Scientist","Documentary"
190921,"The Silver Chair (1990)","Adventure|Children|Fantasy"
103489,"Arctic Blast (2010)","Sci-Fi|Thriller"
190103,"Manila in the Claws of Light (1975)","Drama|Mystery"
174213,"The Sealed Room (1909)","Drama|Horror"
75345,"Failan (2001)","Drama|Romance"
177295,"Jesús (2016)","Children|Drama"
123225,"Winning Streak (2012)","Drama"
5705,"Xanadu (1980)","Fantasy|Musical|Romance"
158238,"The Nice Guys (2016)","Crime|Mystery|Thriller"
200290,"Female Human Animal (2018)","Thriller"
151319,"Notias (2016)","Comedy|Drama"
223017,"Red apples (2017)","Drama"
116666,"Dr Jekyll & Sister Hyde (1971)","Horror|Sci-Fi"
184817,"Lunch Meat (1987)","Drama|Horror"
5017,"Big Heat, The (1953)","Drama|Film-Noir"
38839,"Ketchup Effect, The (Hip Hip Hora!) (2004)","Drama"
254903,"The Day the Earth Stopped (2008)","Action|Adventure|Sci-Fi|Thriller"
96935,"My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002)","Comedy|Fantasy|Romance"
263373,"The Railway Children (2000)","Children|Drama"
133497,"Goldface il fantastico Superman (1967)","Adventure|Crime"
172215,"Saved by the Bell: Hawaiian Style (1992)","Comedy"
195987,"DriverX (2018)","Drama"
148675,"North Pole: Open For Christmas (2015)","Children|Fantasy"
254048,"Unclenching the Fists (2021)","Drama"
276217,"Ip Man: The Awakening (2022)","Action|Adventure|Drama"
27347,"Good Advice (2001)","Comedy|Romance"
232045,"Gully (2019)","(no genres listed)"
277324,"Carter (2022)","Action|Thriller"
192679,"Parakalo, gynaikes, min klaite... (1992)","(no genres listed)"
121961,"The Young Racers (1963)","Action|Drama"
144182,"SPL 2: A Time for Consequences (2015)","Action|Crime|Drama"
174177,"Grandma and the Bad Boys (1900)","(no genres listed)"
123115,"Why Be Good? (1929)","Comedy|Drama|Romance"
213431,"The Fable (2019)","Action|Comedy"
7194,"Bonjour tristesse (1958)","Drama"
157987,"The Love Eterne (1963)","(no genres listed)"
1552,"Con Air (1997)","Action|Adventure|Thriller"
194388,"Gamera: Guardian of the Universe (1995)","Action|Adventure|Drama|Fantasy|Sci-Fi|Thriller"
201318,"Deer Woman (2005)","Comedy|Horror"
106992,"Cousin Angelica (La prima Angélica) (1974)","Drama"
213047,"Makmum (2019)","Horror"
32296,"Miss Congeniality 2: Armed and Fabulous (2005)","Adventure|Comedy|Crime"
145162,"Ripper: Letter from Hell (2001)","Horror"
4621,"Look Who's Talking (1989)","Comedy|Romance"
204804,"Bob Saget: Zero to Sixty (2017)","Comedy"
275281,"Unlicensed Cemetery: The John Wayne Gacy Murders (2002)","(no genres listed)"
4799,"It's a Mad, Mad, Mad, Mad World (1963)","Action|Adventure|Comedy|Crime"
139653,"Winston Churchill: Walking with Destiny (2010)","Documentary"
263965,"Downton Abbey: Christmas Special 2015 (2015)","Children|Drama|Romance"
272135,"Bodies Bodies Bodies (2022)","Comedy|Horror|Thriller"
246110,"Klara (2010)","Adventure|Children"
185749,"The Last Horror Film (1982)","Comedy|Horror"
86852,"Beaver, The (2011)","Drama"
126737,"Dark Dungeons (2014)","Drama|Fantasy"
186603,"Method (2004)","Thriller"
163873,"Scared Stiff (1987)","Horror"
135454,"Alien vs. Ninja (2010)","Action|Horror|Sci-Fi|Thriller"
215775,"Little Heroes (1999)","(no genres listed)"
147346,"Final Exam (1981)","Horror"
139598,"Yellowbird (2014)","Animation|Children|Comedy"
126787,"The Last Time I Saw Macao (2012)","Documentary|Thriller"
96294,"Bells of Innocence (2003)","Horror"
277164,"Venky (2004)","Adventure|Comedy"
120114,"Summertime (2014)","Comedy"
220930,"Suk Suk (2020)","Drama"
207850,"Gasht-e 2 (2017)","Comedy"
137841,"Harlow (1965)","Drama"
165661,"The Piper (2015)","Fantasy|Horror"
169512,"Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight (2007)","Action|Animation"
195649,"Quién te cantará (2018)","Drama|Mystery"
244656,"Simple Passion (2020)","Drama|Romance"
240628,"Bottom Feeder (2007)","Horror|Sci-Fi"
105490,"Almost You (1985)","Comedy|Drama"
5076,"Adventures of Huck Finn, The (1993)","Adventure|Children|Comedy|Drama"
222419,"Khuda Haafiz (2020)","Action|Romance|Thriller"
152041,"100% Love (2011)","Drama|Romance"
6494,"On_Line (a.k.a. On Line) (2002)","Drama"
238804,"Life After All (2003)","Children|Drama"
277822,"Miss Nobody (1996)","Drama"
609,"Homeward Bound II: Lost in San Francisco (1996)","Adventure|Children"
241660,"Requiem for a Heavyweight (1956)","(no genres listed)"
173773,"Destiny (2006)","Drama"
131771,"Senior Week (1988)","(no genres listed)"
8584,"Leave Her to Heaven (1945)","Drama|Film-Noir"
196329,"Sons of Norway (2011)","Drama"
2868,"Fright Night Part II (1988)","Horror"
136526,"Thunder In Paradise (1993)","(no genres listed)"
92648,"BookWars (2000)","Comedy|Crime|Documentary"
7833,"Shadow of the Thin Man (1941)","Comedy|Crime|Mystery"
253794,"In Your Shoes (2020)","Comedy"
169258,"Gangs (2009)","Comedy|Drama"
32354,"Free Radicals (Böse Zellen) (2003)","Drama"
203936,"Zombies (2019)","(no genres listed)"
101388,"Colder Kind of Death, A (2001)","Crime|Drama|Mystery"
268732,"Scream (2022)","Horror|Mystery|Thriller"
177917,"Papa ou maman 2 (2016)","Comedy"
178339,"The Classic (2003)","Drama|Romance"
183647,"11 September Vragen (2016)","Documentary"
153642,"Schoffies (2006)","(no genres listed)"
4786,"Legend of Hell House, The (1973)","Horror|Thriller"
222117,"Music (2020)","Drama"
152627,"Balls to the Wall (2011)","Comedy"
145722,"Cold & Dark (2005)","Action|Crime|Horror|Thriller"
288767,"Human Resources (2021)","Horror|Mystery"
2839,"West Beirut (West Beyrouth) (1998)","Drama"
191857,"The Bleeding Edge (2018)","Documentary"
168054,"After the Fall (2010)","Drama"
181891,"Slide Donald Slide (1949)","Animation|Children|Comedy"
264059,"The Heater (2019)","Thriller"
250572,"Hare Ribbin' (1944)","Animation|Comedy"
194152,"Sleep No More (2018)","Horror"
216535,"Prank (2013)","Crime|Horror"
128758,"Judge Fayard Called the Sheriff (1977)","Crime|Drama"
251572,"My Dog's Christmas Miracle (2011)","Children|Comedy"
103333,"Blutzbrüdaz (2013)","Comedy"
36553,"In Old Chicago (1937)","Action|Drama|Musical|War"
2973,"Crimes and Misdemeanors (1989)","Comedy|Crime|Drama"
4117,"Hope and Glory (1987)","Drama"
130239,"Warriors Five (1962)","(no genres listed)"
133699,"Black Friday (2004)","Crime|Drama|Thriller"
27328,"Monday (2000)","Action|Comedy|Crime|Fantasy|Thriller"
8157,"Jin Roh: The Wolf Brigade (Jin-Rô) (1998)","Animation|Fantasy|Thriller"
137924,"Dark Souls (2011)","Horror|Thriller"
220776,"International Khiladi (1999)","Action|Crime|Drama|Romance|Thriller"
278952,"Moon Man (2022)","Comedy|Sci-Fi"
162374,"The Rack Pack (2016)","Comedy|Drama"
213976,"Lost Girls (2020)","Drama|Mystery|Thriller"
33970,"Equinox (1992)","Drama|Mystery|Thriller"
77808,"Bobby Deerfield (1977)","Drama|Romance"
125301,"The Little Hut (1957)","Comedy|Romance"
187973,"Father Frost and the Summer (1969)","Animation"
235551,"The Orange Years: The Nickelodeon Story (2018)","Documentary"
155115,"Asura (2012)","Animation|Drama|Horror"
100517,"World Before Her, The (2012)","Documentary"
114420,"When Eight Bells Toll (1971)","Action|Adventure|Crime|Mystery"
162126,"Autobiography of a Princess (1975)","(no genres listed)"
280674,"Reclaim (2022)","Children|Drama"
182941,"The Motive (2017)","Drama|Thriller"
288591,"Little Red Walking Hood (1937)","Animation|Comedy"
149398,"On the Twelfth Day of Christmas (2015)","Children"
241708,"Video Diary of a Lost Girl (2012)","Comedy|Fantasy|Horror"
150018,"Verlengd Weekend (2005)","Comedy|Drama"
133431,"Carambola's Philosophy: In the Right Pocket (1975)","Comedy|Western"
172855,"Путь к себе (2010)","Romance"
144240,"Screaming Mimi (1958)","Thriller"
226888,"The Dark and the Wicked (2020)","Horror"
214922,"Love. Wedding. Repeat (2020)","(no genres listed)"
211754,"Blood Widow (2019)","Horror|Mystery|Thriller"
280194,"The Inhabitant (2022)","Horror|Thriller"
273767,"Tomb of the River (2021)","Action|Crime|Drama"
254758,"The Greenhouse (2021)","Drama|Fantasy"
120923,"Under a Lucky Star (2014)","Comedy"
243586,"Operation Varsity Blues: The College Admissions Scandal (2021)","Crime|Documentary"
150395,"Assassination Classroom (2015)","Action|Adventure|Sci-Fi"
160350,"Alien Lockdown (2004)","Sci-Fi"
217573,"5G Zombies (2020)","Horror"
117586,"My Dear Desperado (2010)","Comedy"
254460,"Jungle Cruise (2021)","Adventure|Children|Comedy|Fantasy"
128129,"The Dead Are Alive (1972)","Horror|Mystery|Thriller"
279394,"Innocence (2011)","Drama|Thriller"
2011,"Back to the Future Part II (1989)","Adventure|Comedy|Sci-Fi"
138198,"Greg Fitzsimmons: Life on Stage (2013)","(no genres listed)"
5284,"Crush (2001)","Comedy|Romance"
25956,"Secret Garden, The (1949)","Children|Drama"
177977,"The Secret Rivals (1976)","Action"
262735,"Walk the Dog (2014)","Drama"
173953,"Don't Give Up the Sheep (1953)","(no genres listed)"
176237,"The One-Man Band (1900)","Action|Fantasy|Thriller"
203222,"The Lion King (2019)","Adventure|Animation|Children|Drama"
164707,"Go Figure (2005)","Children|Comedy|Drama"
273977,"365 Days: This Day (2022)","Drama|Romance"
61465,"Bangkok Dangerous (2008)","Action|Crime|Thriller"
106195,"How I Live Now (2013)","Action|Drama|Thriller"
223316,"Satte Pe Satta (1982)","Comedy"
151505,"Carpet Racers (2009)","Documentary"
150898,"General Nil (2009)","(no genres listed)"
186631,"Everybody Knows (2018)","Drama"
151426,"L'arciere di fuoco (1971)","Adventure"
98376,"Yellow Cab Man, The (1950)","Comedy|Drama|Romance"
89492,"Moneyball (2011)","Drama"
126158,"Frenchmen 2 (2007)","Comedy|Romance"
205603,"Always - Sunset on Third Street 3 (2012)","Comedy|Drama"
244562,"Going Nuts - Tales from the Squirrel World (2019)","Documentary"
155932,"So This Is Love (1953)","(no genres listed)"
200556,"Cry Danger (1951)","Crime|Drama|Thriller"
291685,"Where the Wind Blows (2023)","Crime|Drama|Thriller"
71280,"Wreck of the Mary Deare, The (1959)","Drama|Thriller"
264980,"To the Victory at Last (1997)","Drama"
83381,"Seven Thieves (1960)","Crime|Drama"
4854,"Clambake (1967)","Musical"
98114,"Bloodtide (1982)","Horror"
161179,"To Steal from a Thief (2016)","Crime|Thriller"
71433,"Black God, White Devil (Deus e o Diabo na Terra do Sol) (1964)","Adventure|Crime|Drama|Western"
193213,"Forget About It (2006)","Comedy|Drama"
26501,"Choose Me (1984)","Comedy|Romance"
155172,"The Staple of News (2014)","(no genres listed)"
179309,"Wuthering Heights (1953)","Drama|Romance"
63436,"Saw V (2008)","Crime|Horror|Thriller"
7319,"Club Dread (2004)","Comedy|Horror"
123227,"The Slaughter (2006)","Horror"
196097,"The Zen Diaries of Garry Shandling: Parts 1 & 2","Comedy|Documentary"
211185,"Ella Fitzgerald: Just One of Those Things (2019)","Documentary"
250208,"White People Money (2021)","Comedy"
147300,"Adventures Of Sherlock Holmes And Dr. Watson: The Twentieth Century Approaches (1986)","Crime|Mystery"
212715,"Shanghai 13 (1984)","Action"
184237,"Uttama Villain (2015)","Comedy|Drama|Romance"
2738,"Crimes of the Heart (1986)","Comedy|Drama"
269536,"Sörensen's Fear (2020)","Comedy|Crime"
145626,"Gold for the Caesars (1963)","Action|Adventure"
280388,"Last Summer (2021)","Drama|Romance"
154386,"Normaal: Ik Kom Altied Weer Terug","(no genres listed)"
220156,"All Inclusive (2018)","Documentary"
287011,"Daniel Boone (1936)","Western"
108951,"Rain or Shine (1930)","Comedy|Drama|Romance"
95784,"Intohimon vallassa (1947)","Drama|Romance"
2852,"Soldier's Story, A (1984)","Drama"
173863,"X500 (2016)","(no genres listed)"
76,"Screamers (1995)","Action|Sci-Fi|Thriller"
193183,"Death of a Nation (2018)","Documentary"
84565,"Legend of the Eight Samurai (Satomi hakken-den) (1983)","Action|Adventure|Drama|Fantasy"
152834,"Sin (2003)","Action|Romance|Thriller"
158290,"Kaakha Kaakha (2003)","Action|Crime|Thriller"
246854,"Mandoo (2010)","(no genres listed)"
4400,"Donovan's Brain (1953)","Sci-Fi"
203180,"Ducoboo 2: Crazy Vacation (2012)","Comedy"
208495,"American Son (2019)","Drama"
173619,"Fugitives (1986)","Comedy|Crime"
151139,"Carnival Story (1954)","Drama|Romance"
159449,"African Safari (2013)","Documentary"
191283,"Disgraced (2017)","Documentary"
280084,"Teenage Yakuza (1962)","Action|Crime"
144928,"El Analfabeto (1961)","Comedy"
190573,"My Little Loves (1974)","Drama"
103139,"Mugger, The (El asaltante) (2007)","Drama"
151607,"Funky Monkey (2004)","Children|Comedy"
139096,"Unmatched (2010)","Documentary"
243842,"Attack from the Sea (1953)","Drama|War"
6650,"Kind Hearts and Coronets (1949)","Comedy|Drama"
81758,"Faces of Schlock (2005)","Comedy|Horror"
7176,"Crimson Gold (Talaye sorgh) (2003)","Drama"
276423,"Jag är med barn (1979)","Comedy"
2312,"Children of a Lesser God (1986)","Drama"
108529,"Vizontele Tuuba (2004)","Comedy|Drama"
158635,"Just Between Us (2010)","Comedy|Drama"
48780,"Prestige, The (2006)","Drama|Mystery|Sci-Fi|Thriller"
146210,"Blue Mountain State: The Rise of Thadland (2015)","Comedy"
86355,"Atlas Shrugged: Part 1 (2011)","Drama|Mystery|Sci-Fi"
163310,"A Visit with Truman Capote (1966)","Documentary"
155695,"Bela Lugosi Meets a Brooklyn Gorilla (1952)","Comedy|Sci-Fi"
213610,"Le sexe des anges (1977)","(no genres listed)"
1688,"Anastasia (1997)","Adventure|Animation|Children|Drama|Musical"
185965,"Murder on the Cape (2017)","Drama"
139507,"Lissi and the Wild Emperor (2007)","Animation|Comedy"
250576,"Hot Cross Bunny (1948)","Animation|Comedy"
131852,"The Mad Genius (1931)","Drama|Horror|Romance"
101715,"Loaded (2008)","Action|Crime|Drama|Thriller"
54272,"Simpsons Movie, The (2007)","Animation|Comedy"
258583,"La Recta Provincia (2007)","Drama"
187143,"Hedi (2016)","Drama"
157931,"La Cage (1975)","Drama"
117492,"Alien Nation: Body and Soul (1995)","Sci-Fi"
5072,"Metropolis (2001)","Animation|Sci-Fi"
259909,"Italian Studies (2021)","Drama"
193661,"Two Weeks in Hell (2009)","Documentary"
271777,"Anthony (2014)","Comedy|Drama"
167188,"The Reunion 2 - The Funeral (2014)","Comedy"
122088,"Water (1985)","Adventure|Comedy|Drama"
184193,"Raees (2017)","Action|Crime|Thriller"
136108,"Vacanze d'inverno (1959)","(no genres listed)"
81853,"These Are the Damned (a.k.a. The Damned) (1963)","Drama|Fantasy|Romance|Sci-Fi"
270624,"The Painter and the Pointer (1944)","Animation"
178125,"D@bbe 2 (2009)","Horror|Mystery"
204718,"The Gatehouse (2016)","Adventure|Drama|Fantasy|Horror"
42725,"Grandma's Boy (2006)","Comedy"
287227,"Fool's Paradise (2023)","Comedy"
202503,"L.A. Takedown (1989)","Action|Crime|Drama|Thriller"
232941,"Baby It's You (1983)","Comedy|Drama|Romance"
131678,"Summer Job (1989)","(no genres listed)"
102115,"Prinsessa Ruusunen (1949)","Children|Fantasy|Romance"
192565,"We the Animals (2018)","Drama"
157985,"Unter Strom (2009)","Comedy"
140876,"Do Lado de Fora (2014)","Comedy"
177549,"Ziegfeld Girl (1941)","Drama|Romance"
132688,"Falling From Grace (1992)","Drama|Romance"
92427,"Woman in Love (Rubbeldiekatz) (2011)","Comedy"
237820,"Born a Champion (2021)","Action|Drama"
173571,"The Second Tragic Fantozzi (1976)","Comedy"
8427,"Americathon (1979)","Comedy|Sci-Fi"
60145,"Penalty, The (1920)","Crime|Drama|Horror"
244188,"7 Days Out (2018)","Documentary"
4401,"Donovan's Reef (1963)","Action|Comedy|Romance"
124735,"Love Bites (1993)","Comedy|Romance"
173629,"Appleseed: Ex Machina (2007)","Action|Animation|Sci-Fi|Thriller"
212801,"Fist from Shaolin (1993)","Action"
236359,"Serial Cook (2018)","Comedy|Drama"
221184,"Fireball 500 (1966)","Action|Comedy|Drama"
771,"Life Is Rosy (a.k.a. Life Is Beautiful) (Vie est belle, La) (1987)","Comedy|Drama"
67247,"Praying with Lior (2008)","Documentary"
131984,"Off the Mark (1987)","(no genres listed)"
211067,"Os Farofeiros (2018)","Comedy"
270604,"Schönes Schlamassel (2020)","Comedy|Romance"
77332,"Don's Plum (2001)","Drama"
129223,"Tarzan's Savage Fury (1952)","Action|Adventure"
122563,"InSight (2011)","Mystery|Thriller"
260771,"So Close, So Far (2005)","(no genres listed)"
