Country Name,Country Code,Series Name,Series Code,Year,Value,Unit
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, female",FX.OWN.TOTL.FE.ZS,2020,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, female",FX.OWN.TOTL.FE.ZS,2021,4.7,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, female",FX.OWN.TOTL.FE.ZS,2022,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, female",FX.OWN.TOTL.FE.ZS,2023,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, female",FX.OWN.TOTL.FE.ZS,2024,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, male",FX.OWN.TOTL.MA.ZS,2018,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, male",FX.OWN.TOTL.MA.ZS,2019,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, male",FX.OWN.TOTL.MA.ZS,2020,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, male",FX.OWN.TOTL.MA.ZS,2021,14.79,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, male",FX.OWN.TOTL.MA.ZS,2022,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, male",FX.OWN.TOTL.MA.ZS,2023,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, male",FX.OWN.TOTL.MA.ZS,2024,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, older adults",FX.OWN.TOTL.OL.ZS,2018,..,% of population ages 25+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, older adults",FX.OWN.TOTL.OL.ZS,2019,..,% of population ages 25+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, older adults",FX.OWN.TOTL.OL.ZS,2020,..,% of population ages 25+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, older adults",FX.OWN.TOTL.OL.ZS,2021,10.81,% of population ages 25+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, older adults",FX.OWN.TOTL.OL.ZS,2022,..,% of population ages 25+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, older adults",FX.OWN.TOTL.OL.ZS,2023,..,% of population ages 25+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, older adults",FX.OWN.TOTL.OL.ZS,2024,..,% of population ages 25+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40%",FX.OWN.TOTL.40.ZS,2018,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40%",FX.OWN.TOTL.40.ZS,2019,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40%",FX.OWN.TOTL.40.ZS,2020,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40%",FX.OWN.TOTL.40.ZS,2021,5.86,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40%",FX.OWN.TOTL.40.ZS,2022,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40%",FX.OWN.TOTL.40.ZS,2023,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40%",FX.OWN.TOTL.40.ZS,2024,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less",FX.OWN.TOTL.PL.ZS,2018,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less",FX.OWN.TOTL.PL.ZS,2019,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less",FX.OWN.TOTL.PL.ZS,2020,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less",FX.OWN.TOTL.PL.ZS,2021,5.18,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less",FX.OWN.TOTL.PL.ZS,2022,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less",FX.OWN.TOTL.PL.ZS,2023,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less",FX.OWN.TOTL.PL.ZS,2024,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60%",FX.OWN.TOTL.60.ZS,2018,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60%",FX.OWN.TOTL.60.ZS,2019,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60%",FX.OWN.TOTL.60.ZS,2020,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60%",FX.OWN.TOTL.60.ZS,2021,12.18,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60%",FX.OWN.TOTL.60.ZS,2022,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60%",FX.OWN.TOTL.60.ZS,2023,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60%",FX.OWN.TOTL.60.ZS,2024,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more",FX.OWN.TOTL.SO.ZS,2018,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more",FX.OWN.TOTL.SO.ZS,2019,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more",FX.OWN.TOTL.SO.ZS,2020,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more",FX.OWN.TOTL.SO.ZS,2021,23.4,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more",FX.OWN.TOTL.SO.ZS,2022,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more",FX.OWN.TOTL.SO.ZS,2023,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more",FX.OWN.TOTL.SO.ZS,2024,..,% of population ages 15+
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, young adults",FX.OWN.TOTL.YG.ZS,2018,..,% of population ages 15-24
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, young adults",FX.OWN.TOTL.YG.ZS,2019,..,% of population ages 15-24
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, young adults",FX.OWN.TOTL.YG.ZS,2020,..,% of population ages 15-24
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, young adults",FX.OWN.TOTL.YG.ZS,2021,7.55,% of population ages 15-24
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, young adults",FX.OWN.TOTL.YG.ZS,2022,..,% of population ages 15-24
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, young adults",FX.OWN.TOTL.YG.ZS,2023,..,% of population ages 15-24
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, young adults",FX.OWN.TOTL.YG.ZS,2024,..,% of population ages 15-24
Afghanistan,AFG,Adequacy of social insurance programs,per_si_allsi.adq_pop_tot,2018,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of social insurance programs,per_si_allsi.adq_pop_tot,2019,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of social insurance programs,per_si_allsi.adq_pop_tot,2020,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of social insurance programs,per_si_allsi.adq_pop_tot,2021,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of social insurance programs,per_si_allsi.adq_pop_tot,2022,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of social insurance programs,per_si_allsi.adq_pop_tot,2023,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of social insurance programs,per_si_allsi.adq_pop_tot,2024,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of social protection and labor programs,per_allsp.adq_pop_tot,2018,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of social protection and labor programs,per_allsp.adq_pop_tot,2019,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of social protection and labor programs,per_allsp.adq_pop_tot,2020,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of social protection and labor programs,per_allsp.adq_pop_tot,2021,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of social protection and labor programs,per_allsp.adq_pop_tot,2022,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of social protection and labor programs,per_allsp.adq_pop_tot,2023,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of social protection and labor programs,per_allsp.adq_pop_tot,2024,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of social safety net programs,per_sa_allsa.adq_pop_tot,2018,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of social safety net programs,per_sa_allsa.adq_pop_tot,2019,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of social safety net programs,per_sa_allsa.adq_pop_tot,2020,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of social safety net programs,per_sa_allsa.adq_pop_tot,2021,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of social safety net programs,per_sa_allsa.adq_pop_tot,2022,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of social safety net programs,per_sa_allsa.adq_pop_tot,2023,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of social safety net programs,per_sa_allsa.adq_pop_tot,2024,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of unemployment benefits and ALMP,per_lm_alllm.adq_pop_tot,2018,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of unemployment benefits and ALMP,per_lm_alllm.adq_pop_tot,2019,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of unemployment benefits and ALMP,per_lm_alllm.adq_pop_tot,2020,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of unemployment benefits and ALMP,per_lm_alllm.adq_pop_tot,2021,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of unemployment benefits and ALMP,per_lm_alllm.adq_pop_tot,2022,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of unemployment benefits and ALMP,per_lm_alllm.adq_pop_tot,2023,..,% of total welfare of beneficiary households
Afghanistan,AFG,Adequacy of unemployment benefits and ALMP,per_lm_alllm.adq_pop_tot,2024,..,% of total welfare of beneficiary households
Afghanistan,AFG,"Adjusted net enrollment rate, primary",SE.PRM.TENR,2018,..,% of primary school age children
Afghanistan,AFG,"Adjusted net enrollment rate, primary",SE.PRM.TENR,2019,..,% of primary school age children
Afghanistan,AFG,"Adjusted net enrollment rate, primary",SE.PRM.TENR,2020,..,% of primary school age children
Afghanistan,AFG,"Adjusted net enrollment rate, primary",SE.PRM.TENR,2021,..,% of primary school age children
Afghanistan,AFG,"Adjusted net enrollment rate, primary",SE.PRM.TENR,2022,..,% of primary school age children
Afghanistan,AFG,"Adjusted net enrollment rate, primary",SE.PRM.TENR,2023,..,% of primary school age children
Afghanistan,AFG,"Adjusted net enrollment rate, primary",SE.PRM.TENR,2024,..,% of primary school age children
Afghanistan,AFG,"Adjusted net enrollment rate, primary, female",SE.PRM.TENR.FE,2018,..,% of primary school age children
Afghanistan,AFG,"Adjusted net enrollment rate, primary, female",SE.PRM.TENR.FE,2019,..,% of primary school age children
Afghanistan,AFG,"Adjusted net enrollment rate, primary, female",SE.PRM.TENR.FE,2020,..,% of primary school age children
Afghanistan,AFG,"Adjusted net enrollment rate, primary, female",SE.PRM.TENR.FE,2021,..,% of primary school age children
Afghanistan,AFG,"Adjusted net enrollment rate, primary, female",SE.PRM.TENR.FE,2022,..,% of primary school age children
Afghanistan,AFG,"Adjusted net enrollment rate, primary, female",SE.PRM.TENR.FE,2023,..,% of primary school age children
Afghanistan,AFG,"Adjusted net enrollment rate, primary, female",SE.PRM.TENR.FE,2024,..,% of primary school age children
Afghanistan,AFG,"Adjusted net enrollment rate, primary, male",SE.PRM.TENR.MA,2018,..,% of primary school age children
Afghanistan,AFG,"Adjusted net enrollment rate, primary, male",SE.PRM.TENR.MA,2019,..,% of primary school age children
Afghanistan,AFG,"Adjusted net enrollment rate, primary, male",SE.PRM.TENR.MA,2020,..,% of primary school age children
Afghanistan,AFG,"Adjusted net enrollment rate, primary, male",SE.PRM.TENR.MA,2021,..,% of primary school age children
Afghanistan,AFG,"Adjusted net enrollment rate, primary, male",SE.PRM.TENR.MA,2022,..,% of primary school age children
Afghanistan,AFG,"Adjusted net enrollment rate, primary, male",SE.PRM.TENR.MA,2023,..,% of primary school age children
Afghanistan,AFG,"Adjusted net enrollment rate, primary, male",SE.PRM.TENR.MA,2024,..,% of primary school age children
Afghanistan,AFG,Adjusted net national income,NY.ADJ.NNTY.KD.ZG,2018,..,annual % growth
Afghanistan,AFG,Adjusted net national income,NY.ADJ.NNTY.KD.ZG,2019,..,annual % growth
Afghanistan,AFG,Adjusted net national income,NY.ADJ.NNTY.KD.ZG,2020,..,annual % growth
Afghanistan,AFG,Adjusted net national income,NY.ADJ.NNTY.KD.ZG,2021,-19.5057334581634,annual % growth
Afghanistan,AFG,Adjusted net national income,NY.ADJ.NNTY.KD.ZG,2022,..,annual % growth
Afghanistan,AFG,Adjusted net national income,NY.ADJ.NNTY.KD.ZG,2023,..,annual % growth
Afghanistan,AFG,Adjusted net national income,NY.ADJ.NNTY.KD.ZG,2024,..,annual % growth
Afghanistan,AFG,"Adjusted net savings, including particulate emission damage",NY.ADJ.SVNG.CD,2018,..,current US$
Afghanistan,AFG,"Adjusted net savings, including particulate emission damage",NY.ADJ.SVNG.CD,2019,..,current US$
Afghanistan,AFG,"Adjusted net savings, including particulate emission damage",NY.ADJ.SVNG.CD,2020,..,current US$
Afghanistan,AFG,"Adjusted net savings, including particulate emission damage",NY.ADJ.SVNG.CD,2021,..,current US$
Afghanistan,AFG,"Adjusted net savings, including particulate emission damage",NY.ADJ.SVNG.CD,2022,..,current US$
Afghanistan,AFG,"Adjusted net savings, including particulate emission damage",NY.ADJ.SVNG.CD,2023,..,current US$
Afghanistan,AFG,"Adjusted net savings, including particulate emission damage",NY.ADJ.SVNG.CD,2024,..,current US$
Afghanistan,AFG,Adjusted savings: education expenditure,NY.ADJ.AEDU.CD,2018,482833320.042869,current US$
Afghanistan,AFG,Adjusted savings: education expenditure,NY.ADJ.AEDU.CD,2019,498263992.940825,current US$
Afghanistan,AFG,Adjusted savings: education expenditure,NY.ADJ.AEDU.CD,2020,527512991.719678,current US$
Afghanistan,AFG,Adjusted savings: education expenditure,NY.ADJ.AEDU.CD,2021,386856048.870212,current US$
Afghanistan,AFG,Adjusted savings: education expenditure,NY.ADJ.AEDU.CD,2022,..,current US$
Afghanistan,AFG,Adjusted savings: education expenditure,NY.ADJ.AEDU.CD,2023,..,current US$
Afghanistan,AFG,Adjusted savings: education expenditure,NY.ADJ.AEDU.CD,2024,..,current US$
Afghanistan,AFG,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,2018,310107,NA
Afghanistan,AFG,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,2019,251047,NA
Afghanistan,AFG,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,2020,238791,NA
Afghanistan,AFG,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,2021,262860,NA
Afghanistan,AFG,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,2022,294493,NA
Afghanistan,AFG,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,2023,296033,NA
Afghanistan,AFG,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,2024,..,NA
Afghanistan,AFG,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,2018,281,NA
Afghanistan,AFG,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,2019,247,NA
Afghanistan,AFG,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,2020,167,NA
Afghanistan,AFG,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,2021,251,NA
Afghanistan,AFG,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,2022,218,NA
Afghanistan,AFG,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,2023,250,NA
Afghanistan,AFG,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,2024,..,NA
Afghanistan,AFG,Age dependency ratio,SP.POP.DPND,2018,89.8496059758101,% of working-age population
Afghanistan,AFG,Age dependency ratio,SP.POP.DPND,2019,88.5120276122222,% of working-age population
Afghanistan,AFG,Age dependency ratio,SP.POP.DPND,2020,87.2478169146763,% of working-age population
Afghanistan,AFG,Age dependency ratio,SP.POP.DPND,2021,86.0834681804276,% of working-age population
Afghanistan,AFG,Age dependency ratio,SP.POP.DPND,2022,84.9624893289139,% of working-age population
Afghanistan,AFG,Age dependency ratio,SP.POP.DPND,2023,83.8361728436287,% of working-age population
Afghanistan,AFG,Age dependency ratio,SP.POP.DPND,2024,82.7768483158234,% of working-age population
Afghanistan,AFG,Adultsnewly infected with HIV,SH.HIV.INCD,2018,1000,ages 15-49
Afghanistan,AFG,Adultsnewly infected with HIV,SH.HIV.INCD,2019,1000,ages 15-49
Afghanistan,AFG,Adultsnewly infected with HIV,SH.HIV.INCD,2020,1000,ages 15-49
Afghanistan,AFG,Adultsnewly infected with HIV,SH.HIV.INCD,2021,1100,ages 15-49
Afghanistan,AFG,Adultsnewly infected with HIV,SH.HIV.INCD,2022,1100,ages 15-49
Afghanistan,AFG,Adultsnewly infected with HIV,SH.HIV.INCD,2023,..,ages 15-49
Afghanistan,AFG,Adultsnewly infected with HIV,SH.HIV.INCD,2024,..,ages 15-49
Afghanistan,AFG,Adultsand children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2018,1100,ages 15+
Afghanistan,AFG,Adultsand children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2019,1200,ages 15+
Afghanistan,AFG,Adultsand children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2020,1100,ages 15+
Afghanistan,AFG,Adultsand children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2021,1200,ages 15+
Afghanistan,AFG,Adultsand children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2022,1300,ages 15+
Afghanistan,AFG,Adultsand children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2023,..,ages 15+
Afghanistan,AFG,Adultsand children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2024,..,ages 15+
Afghanistan,AFG,"Age dependency ratio, old",SP.POP.DPND.OL,2018,4.49396889834487,% of working-age population
Afghanistan,AFG,"Age dependency ratio, old",SP.POP.DPND.OL,2019,4.47933729391896,% of working-age population
Afghanistan,AFG,"Age dependency ratio, old",SP.POP.DPND.OL,2020,4.43914504829198,% of working-age population
Afghanistan,AFG,"Age dependency ratio, old",SP.POP.DPND.OL,2021,4.37770795171109,% of working-age population
Afghanistan,AFG,"Age dependency ratio, old",SP.POP.DPND.OL,2022,4.35612777763319,% of working-age population
Afghanistan,AFG,"Age dependency ratio, old",SP.POP.DPND.OL,2023,4.37077621707188,% of working-age population
Afghanistan,AFG,"Age dependency ratio, old",SP.POP.DPND.OL,2024,4.388419486435,% of working-age population
Afghanistan,AFG,"Age dependency ratio, young",SP.POP.DPND.YG,2018,85.3556370774652,% of working-age population
Afghanistan,AFG,"Age dependency ratio, young",SP.POP.DPND.YG,2019,84.0326903183033,% of working-age population
Afghanistan,AFG,"Age dependency ratio, young",SP.POP.DPND.YG,2020,82.8086718663843,% of working-age population
Afghanistan,AFG,"Age dependency ratio, young",SP.POP.DPND.YG,2021,81.7057602287166,% of working-age population
Afghanistan,AFG,"Age dependency ratio, young",SP.POP.DPND.YG,2022,80.6063615512807,% of working-age population
Afghanistan,AFG,"Age dependency ratio, young",SP.POP.DPND.YG,2023,79.4653966265569,% of working-age population
Afghanistan,AFG,"Age dependency ratio, young",SP.POP.DPND.YG,2024,78.3884288293884,% of working-age population
Afghanistan,AFG,Agricultural land,AG.LND.AGRI.ZS,2018,58.2769881790166,% of land area
Afghanistan,AFG,Agricultural land,AG.LND.AGRI.ZS,2019,58.2769881790166,% of land area
Afghanistan,AFG,Agricultural land,AG.LND.AGRI.ZS,2020,58.7415482268525,% of land area
Afghanistan,AFG,Agricultural land,AG.LND.AGRI.ZS,2021,58.7415482268525,% of land area
Afghanistan,AFG,Agricultural land,AG.LND.AGRI.ZS,2022,58.7415482268525,% of land area
Afghanistan,AFG,Agricultural land,AG.LND.AGRI.ZS,2023,..,% of land area
Afghanistan,AFG,Agricultural land,AG.LND.AGRI.ZS,2024,..,% of land area
Afghanistan,AFG,Agricultural land,AG.LND.AGRI.K2,2018,380100,sq. km
Afghanistan,AFG,Agricultural land,AG.LND.AGRI.K2,2019,380100,sq. km
